Channel 		 par0 		 par1 		 Rbolmin 		 Rbolmax
438		0.0525083		6.11023e-11		4.99399e+08		1.16468e+09
439		-0.0039832		1.1892e-10		4.55596e+08		2.74478e+09
440		0.126427		8.28079e-11		7.74183e+08		4.59463e+09
441		0.011461		1.94811e-10		3.33032e+08		1.63452e+09
442		0.337599		1.64062e-10		5.09934e+08		2.19613e+09
443		0.0110703		8.48052e-11		5.78986e+08		3.50069e+09
444		0.0373582		9.7091e-11		6.31644e+08		3.42556e+09
445		0.0657769		8.60011e-11		5.06964e+08		2.98016e+09
446		0.0595016		7.18318e-11		5.49535e+08		2.85354e+09
447		0.135543		7.89106e-11		6.24649e+08		3.83447e+09
448		0.0795021		6.54832e-11		5.91599e+08		4.05483e+09
449		0.0606823		9.18528e-11		4.97884e+08		1.93238e+09
450		0.110079		7.27143e-11		5.99057e+08		2.81034e+09
451		0.065179		4.67299e-11		5.8539e+08		3.57553e+09
452		0.0848477		6.71444e-11		5.19288e+08		2.22646e+09
453		0.0754046		3.59057e-11		6.50824e+08		3.6908e+09
454		0.0648691		8.08761e-11		2.75935e+08		2.34265e+09
455		0.431898		1.0029e-10		7.04055e+08		4.27339e+09
456		0.0983907		3.06282e-11		9.45543e+08		4.39063e+09
457		0.0625247		7.16601e-11		7.85675e+08		4.21255e+09
458		0.0727763		3.91356e-11		9.9052e+08		3.52093e+09
459		0.213675		8.5941e-11		7.50139e+08		4.20698e+09
460		0.113669		4.53746e-11		3.5921e+08		4.681e+09
461		0.133106		6.59094e-11		7.00548e+08		4.37615e+09
462		0.0727397		5.37458e-11		7.57775e+08		4.21716e+09
463		0.218911		3.76512e-10		3.96261e+08		2.10422e+09
464		0.0651575		1.33738e-10		5.60911e+08		2.51684e+09
465		0.0761274		8.53449e-11		5.31107e+08		3.26102e+09
466		0.0794893		6.25502e-11		6.4292e+08		3.78946e+09
467		0.0696905		9.99937e-11		5.79381e+08		3.2308e+09
468		0.159267		1.13446e-10		2.71768e+08		3.37399e+09
469		0.141463		3.39461e-11		1.22535e+09		7.89261e+09
471		0.076303		3.35764e-11		7.84344e+08		5.42036e+09
472		0.12503		7.03452e-11		1.08385e+09		8.1452e+09
473		0.0832625		5.92603e-11		6.43477e+08		4.49396e+09
474		0.0871523		6.93282e-11		1.00785e+09		7.1333e+09
475		0.131406		4.0341e-11		1.26679e+09		9.29422e+09
476		0.189774		1.46039e-10		1.007e+09		6.67677e+09
477		0.066845		9.92403e-11		1.00535e+09		6.68275e+09
478		0.210404		7.00483e-11		9.01844e+08		5.91452e+09
479		0.135765		2.80308e-11		1.6027e+09		9.81288e+09
480		0.195192		6.19957e-11		8.85456e+08		5.14259e+09
481		0.242315		1.36606e-10		9.79399e+08		6.26641e+09
482		0.0874557		2.86378e-11		8.83864e+08		5.35897e+09
483		0.0888773		4.26035e-11		5.97141e+08		3.88026e+09
484		0.136443		3.71392e-11		4.19819e+08		6.242e+09
485		0.0804729		6.87972e-11		5.43669e+08		3.43952e+09
486		0.17661		9.28015e-11		9.35923e+08		5.31855e+09
487		0.164257		7.57769e-11		7.42311e+08		4.52149e+09
488		0.104484		5.80029e-11		8.12764e+08		5.17538e+09
489		0.227758		1.0021e-10		6.56529e+08		4.44274e+09
491		0.267269		5.03138e-11		1.6681e+09		6.68507e+09
492		0.151283		4.09218e-10		8.94728e+08		6.1019e+09
493		0.249405		5.87407e-11		8.6952e+08		5.39686e+09
494		0.435306		1.99711e-10		9.20679e+08		5.47162e+09
495		0.0875		3.76922e-11		6.37645e+08		4.21687e+09
497		0.109295		4.74671e-11		9.70138e+08		1.97281e+09
498		0.110826		3.73128e-11		5.5257e+08		3.82838e+09
499		0.103632		8.59833e-11		6.08689e+08		4.09427e+09
500		0.152354		4.01395e-11		2.13501e+09		4.99221e+09
501		0.129417		1.21935e-10		8.68825e+08		5.3547e+09
502		0.147739		4.63059e-11		9.16741e+08		6.33848e+09
503		0.265656		4.4003e-11		1.06493e+09		2.41932e+09
504		0.175671		6.31131e-11		1.12294e+09		7.74625e+09
505		0.338011		6.07989e-11		1.42642e+09		9.41552e+09
506		0.184883		7.50017e-11		8.92649e+08		5.56432e+09
507		0.262523		5.40622e-11		5.41909e+08		3.75437e+09
508		0.210058		1.69485e-11		1.28701e+09		2.51943e+09
509		0.082642		4.56757e-11		8.45641e+08		5.75743e+09
510		0.134037		2.12672e-11		1.4278e+09		1.02002e+10
511		0.114895		8.19475e-11		8.87566e+08		5.30934e+09
512		0.108947		5.3188e-11		9.95349e+08		7.25006e+09
513		0.156738		8.95756e-11		7.9604e+08		5.74323e+09
514		0.137411		3.01885e-11		1.19636e+09		8.2455e+09
515		0.129264		3.93556e-11		1.14482e+09		7.63587e+09
516		0.122903		4.56321e-11		5.69911e+08		9.97412e+09
517		0.273188		8.30905e-11		1.14602e+09		7.54685e+09
518		0.120083		3.63757e-11		1.47141e+09		9.77338e+09
519		0.131622		2.04235e-11		1.15688e+09		7.5453e+09
520		0.226956		4.68771e-11		1.08146e+09		7.72184e+09
